School Name,Rk,Gtm,Location,Opp,Type_adv,Score Rslt_adv,Score Tm_adv,Score Opp_adv,Score OT_adv,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team 2P,Team 2PA,Team 2P%,Team eFG%,Team FT,Team FTA,Team FT%,Team ORB,Team DRB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent 2P,Opponent 2PA,Opponent 2P%,Opponent eFG%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent DRB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,_bas,Type_bas,Score Rslt_bas,Score Tm_bas,Score Opp_bas,Score OT_bas,Advanced ORtg,Advanced DRtg,Advanced Pace,Advanced FTr,Advanced 3PAr,Advanced TS%,Advanced TRB%,Advanced AST%,Advanced STL%,Advanced BLK%,Offensive Four Factors eFG%,Offensive Four Factors TOV%,Offensive Four Factors ORB%,Offensive Four Factors FT/FGA,Defensive Four Factors eFG%,Defensive Four Factors TOV%,Defensive Four Factors DRB%,Defensive Four Factors FT/FGA
CAL STATE BAKERSFIELD,28.5,28.5,,,,,72.1,73.6,,26.0,59.9,0.43479999999999996,6.1,17.1,0.35650000000000004,19.9,42.8,0.466,0.4864,14.0,17.5,0.8093,10.8,20.8,31.6,10.8,6.5,2.9,10.7,18.4,24.9,53.8,0.4694,9.1,24.3,0.36679999999999996,15.8,29.5,0.5509000000000001,0.5559000000000001,14.7,20.3,0.7158999999999999,8.0,20.4,28.4,13.7,5.3,3.4,12.2,16.5,,,,72.1,73.6,,106.32000000000001,108.63,67.05,0.2976,0.2853,0.5286000000000001,52.45,41.529999999999994,9.52,9.8,0.4864,13.530000000000001,34.2,0.23890000000000003,0.5559000000000001,15.95,65.79999999999998,0.27080000000000004
CAL STATE FULLERTON,27.5,27.5,,,,,58.8,84.4,,20.4,55.0,0.36910000000000004,5.3,20.0,0.2593,15.1,35.0,0.42869999999999997,0.4178,12.7,18.5,0.6857,7.1,24.3,31.4,8.8,3.4,2.8,16.2,14.6,31.0,65.4,0.4728,11.5,29.9,0.37770000000000004,19.5,35.5,0.5527,0.5591999999999999,10.9,14.9,0.7168000000000001,8.0,26.8,34.8,18.1,10.4,3.8,8.9,17.4,,,,58.8,84.4,,80.15,115.31000000000002,73.12,0.35219999999999996,0.3659,0.4604000000000001,47.459999999999994,44.77,4.6,7.779999999999999,0.4178,20.17,20.94,0.2433,0.5591999999999999,10.820000000000002,79.07,0.1679
CAL STATE NORTHRIDGE,28.5,28.5,,,,,79.6,78.5,,28.4,60.9,0.4681,6.1,17.3,0.3498,22.3,43.6,0.5169,0.5175,16.7,21.5,0.7721000000000001,10.1,23.7,33.8,15.1,5.6,1.9,13.1,20.0,25.0,58.5,0.4265999999999999,11.4,30.1,0.38089999999999996,13.6,28.4,0.4780000000000001,0.524,17.1,21.9,0.7757,7.5,20.3,27.8,15.8,8.3,4.1,11.4,19.0,,,,79.6,78.5,,108.47999999999999,106.94000000000001,73.46000000000001,0.3577,0.2848,0.5612999999999999,55.230000000000004,52.720000000000006,7.6,7.090000000000001,0.5175,15.569999999999999,32.910000000000004,0.2793,0.524,14.11,67.09,0.2953
CALIFORNIA,28.5,28.5,,,,,76.4,81.0,,25.5,62.8,0.40659999999999996,7.2,23.4,0.3076,18.3,39.4,0.4625,0.46390000000000003,18.2,25.1,0.7348,11.4,22.4,33.8,10.3,7.5,3.8,11.8,17.7,28.4,58.4,0.4868,7.7,19.4,0.4011,20.7,39.0,0.5316,0.5532,16.5,22.1,0.7448,7.1,26.1,33.2,11.7,7.6,3.4,12.0,20.1,,,,76.4,81.0,,102.19000000000001,109.21000000000001,68.72,0.39699999999999996,0.37329999999999997,0.5128,51.11,40.32000000000001,10.11,9.47,0.46390000000000003,13.910000000000002,31.23,0.28769999999999996,0.5532,14.720000000000002,68.77,0.2852
CALIFORNIA BAPTIST,27.5,27.5,,,,,68.2,67.3,,24.0,58.1,0.41289999999999993,7.1,20.0,0.3505000000000001,16.9,38.1,0.44110000000000005,0.4766,13.1,16.3,0.8062000000000001,9.8,22.0,31.8,10.9,7.3,2.7,13.1,18.8,24.9,55.2,0.4526,5.1,17.6,0.2848,19.8,37.6,0.5260999999999999,0.4979,12.4,20.0,0.6133,8.1,20.6,28.7,8.7,7.1,4.0,12.7,14.9,,,,68.2,67.3,,98.28,96.83,68.35,0.28659999999999997,0.3553,0.5195000000000001,52.15,45.14,10.56,7.1800000000000015,0.4766,16.77,30.78,0.22949999999999998,0.4979,16.39,69.22,0.2312
CAMPBELL,27.5,27.5,,,,,67.5,70.4,,24.9,56.6,0.4417,7.0,22.3,0.31310000000000004,17.9,34.3,0.5227,0.5029,10.7,14.3,0.7563000000000001,7.7,20.1,27.8,13.1,6.0,3.7,9.1,15.2,26.7,55.1,0.48369999999999996,6.8,19.2,0.3503,19.9,35.9,0.5561,0.545,10.2,13.9,0.7365999999999999,7.4,22.3,29.7,14.4,7.0,3.9,11.0,15.1,,,,67.5,70.4,,103.98999999999998,107.86000000000001,65.05999999999999,0.25939999999999996,0.39239999999999997,0.5317000000000001,48.919999999999995,52.870000000000005,9.19,10.059999999999999,0.5029,12.48,26.02,0.1923,0.545,15.179999999999998,73.98,0.191
CANISIUS,26.5,26.5,,,,,65.8,78.6,,23.8,53.0,0.4523,7.9,21.6,0.37090000000000006,15.9,31.4,0.5016999999999999,0.5259999999999999,10.3,13.6,0.7607999999999999,3.8,18.2,22.0,10.5,7.5,2.3,11.9,16.8,27.9,56.3,0.49400000000000005,7.6,22.3,0.3455,20.3,34.0,0.5918999999999999,0.5617,15.2,18.8,0.7948,8.2,24.4,32.6,15.9,7.8,3.5,11.7,13.9,,,,65.8,78.6,,96.16,115.58,68.16,0.2622,0.4029,0.5517,39.779999999999994,44.02,10.739999999999998,6.709999999999999,0.5259999999999999,16.54,13.330000000000002,0.1973,0.5617,15.02,86.67,0.27540000000000003
CENTRAL ARKANSAS,28.5,28.5,,,,,68.7,80.0,,23.7,54.3,0.4378,7.1,24.9,0.2829,16.6,29.4,0.5662,0.5047,14.2,18.6,0.7635000000000001,6.4,21.8,28.2,12.7,5.6,2.6,12.3,12.1,28.9,60.4,0.4798,13.7,33.2,0.42560000000000003,15.2,27.2,0.5614,0.5930000000000001,8.5,11.5,0.7122999999999999,6.6,22.4,29.0,19.2,8.1,3.4,9.0,15.3,,,,68.7,80.0,,99.83,116.80999999999999,67.76,0.3507,0.4588,0.5446,49.510000000000005,53.220000000000006,8.02,10.239999999999998,0.5047,16.34,22.29,0.26610000000000006,0.5930000000000001,11.98,77.71,0.14709999999999998
CENTRAL CONNECTICUT STATE,30.5,31.571428571428573,,,,,70.28571428571429,60.57142857142857,,26.375,56.75,0.463875,7.875,20.625,0.37212500000000004,18.5,36.125,0.515125,0.532625,11.25,13.5,0.832875,7.25,25.875,33.125,12.25,8.0,4.5,10.375,11.875,23.875,58.875,0.40525000000000005,6.375,23.5,0.26987500000000003,17.5,35.375,0.49474999999999997,0.45812500000000006,7.25,11.25,0.5818750000000001,8.5,20.75,29.25,12.125,5.875,2.375,11.5,13.25,,,,70.28571428571429,60.57142857142857,,104.92857142857143,90.11428571428573,65.7125,0.25437499999999996,0.364125,0.5592857142857143,53.224999999999994,45.3125,11.887500000000001,12.8375,0.532625,13.8625,24.975,0.21099999999999997,0.45812500000000006,15.262500000000001,75.025,0.12087500000000001
CENTRAL MICHIGAN,26.5,26.5,,,,,78.4,76.6,,26.9,57.4,0.4708,5.5,15.8,0.368,21.4,41.6,0.5153000000000001,0.5189,19.1,25.5,0.7655000000000001,9.2,22.9,32.1,13.0,6.7,2.5,10.6,16.7,27.3,59.8,0.45830000000000004,9.8,25.2,0.3809,17.5,34.6,0.5059,0.5399,12.2,16.8,0.7285,8.9,20.2,29.1,13.8,5.4,3.2,12.0,20.7,,,,78.4,76.6,,110.81999999999998,108.25,69.28,0.45330000000000004,0.27349999999999997,0.5654,52.589999999999996,48.03,9.41,7.280000000000001,0.5189,13.05,30.720000000000006,0.3388,0.5399,14.91,69.28999999999999,0.20329999999999998
CHARLESTON SOUTHERN,27.5,27.5,,,,,70.7,77.8,,23.4,53.2,0.44499999999999995,7.7,24.5,0.3125,15.7,28.7,0.5623,0.5193000000000001,16.2,22.7,0.7051000000000001,8.4,21.4,29.8,10.7,4.3,2.6,13.6,16.8,28.9,58.9,0.4902,5.4,16.8,0.326,23.5,42.1,0.5598000000000001,0.5357999999999999,14.6,19.2,0.743,8.0,20.0,28.0,10.7,7.6,2.2,8.5,18.2,,,,70.7,77.8,,102.76999999999998,113.23999999999998,68.86,0.4375,0.46460000000000007,0.5554999999999999,51.589999999999996,45.620000000000005,6.27,5.99,0.5193000000000001,17.520000000000003,28.97,0.3136,0.5357999999999999,11.080000000000002,71.03999999999999,0.2551
CHARLOTTE,28.5,28.5,,,,,69.7,74.8,,22.9,53.7,0.4264,8.3,23.8,0.3454,14.6,29.9,0.49110000000000004,0.5037,15.6,20.3,0.7676,7.6,19.1,26.7,11.8,5.0,2.4,10.3,18.1,26.0,51.3,0.5075000000000001,7.5,18.1,0.37750000000000006,18.5,33.2,0.5557,0.5819,15.3,22.0,0.7191000000000001,6.2,22.6,28.8,12.7,6.0,3.8,9.3,18.0,,,,69.7,74.8,,106.5,114.55,64.67999999999998,0.38680000000000003,0.44320000000000004,0.5503,48.040000000000006,52.010000000000005,7.599999999999999,7.209999999999999,0.5037,13.89,24.900000000000002,0.2969,0.5819,13.069999999999999,75.1,0.30579999999999996
CHATTANOOGA,32.5,32.0,,,,,83.22222222222223,75.0,,29.11111111111111,59.44444444444444,0.49311111111111106,10.555555555555555,27.22222222222222,0.3956666666666667,18.555555555555557,32.22222222222222,0.5765555555555556,0.5834444444444444,14.444444444444445,18.22222222222222,0.7847777777777777,7.444444444444445,23.555555555555557,31.0,16.666666666666668,6.777777777777778,3.6666666666666665,8.11111111111111,15.333333333333334,26.444444444444443,59.0,0.4504444444444445,8.777777777777779,25.22222222222222,0.3478888888888889,17.666666666666668,33.77777777777778,0.5298888888888889,0.5242222222222223,13.333333333333334,18.0,0.7432222222222222,8.88888888888889,21.88888888888889,30.77777777777778,11.333333333333334,4.666666666666667,2.0,10.555555555555555,16.555555555555557,,,,83.22222222222223,75.0,,120.77777777777777,108.82222222222222,65.33333333333333,0.3142222222222222,0.4588888888888889,0.6142222222222222,50.5,56.84444444444445,9.844444444444443,11.022222222222222,0.5834444444444444,10.677777777777777,24.41111111111111,0.24955555555555556,0.5242222222222223,13.47777777777778,75.58888888888889,0.22833333333333336
CHICAGO STATE,27.5,27.375,,,,,66.75,77.375,,23.9,58.7,0.4085,8.1,24.7,0.33609999999999995,15.8,34.0,0.4706,0.47780000000000006,11.5,14.7,0.7957000000000001,6.8,19.0,25.8,11.5,7.1,3.4,9.9,15.8,28.3,56.7,0.5025000000000001,8.9,21.5,0.4027,19.4,35.2,0.5549999999999999,0.5830000000000001,12.5,16.4,0.766,8.3,27.1,35.4,15.0,6.0,2.4,11.6,14.0,,,,66.75,77.375,,98.88750000000002,115.2875,66.66999999999999,0.25489999999999996,0.4206,0.500375,42.099999999999994,48.739999999999995,10.379999999999999,9.45,0.47780000000000006,13.02,19.369999999999997,0.1978,0.5830000000000001,15.3,80.64,0.22820000000000001
CINCINNATI,29.5,29.0,,,,,66.22222222222223,69.11111111111111,,25.555555555555557,60.22222222222222,0.424,6.888888888888889,23.555555555555557,0.28533333333333327,18.666666666666668,36.666666666666664,0.502,0.4824444444444445,8.222222222222221,11.777777777777779,0.6636666666666665,9.555555555555555,20.0,29.555555555555557,11.88888888888889,7.444444444444445,4.111111111111111,10.11111111111111,15.222222222222221,26.0,56.333333333333336,0.4628888888888889,6.777777777777778,18.22222222222222,0.3891111111111111,19.22222222222222,38.111111111111114,0.5085555555555554,0.5237777777777777,10.333333333333334,13.444444444444445,0.7664444444444444,8.666666666666666,23.0,31.666666666666668,13.222222222222221,6.666666666666667,2.2222222222222223,13.333333333333334,13.0,,,,66.22222222222223,69.11111111111111,,98.94444444444444,103.62222222222222,66.88888888888889,0.19633333333333333,0.3935555555555556,0.5028888888888888,48.04444444444445,47.077777777777776,10.855555555555556,10.744444444444444,0.4824444444444445,13.066666666666666,29.37777777777778,0.137,0.5237777777777777,17.3,70.62222222222222,0.19033333333333333
CLEMSON,29.5,29.5,,,,,73.0,62.1,,26.7,59.2,0.45,7.3,22.1,0.31029999999999996,19.4,37.1,0.5246999999999999,0.5115999999999999,12.3,16.1,0.7565999999999999,10.3,22.4,32.7,14.2,7.8,3.3,10.2,15.1,23.2,55.1,0.4204,5.2,19.2,0.2606,18.0,35.9,0.5017,0.4686,10.5,15.9,0.6146,9.2,21.0,30.2,11.1,6.4,4.1,12.2,15.5,,,,73.0,62.1,,110.37,93.61999999999999,66.21000000000001,0.279,0.3768000000000001,0.5467,51.839999999999996,52.31,11.860000000000001,9.4,0.5115999999999999,13.220000000000002,32.74999999999999,0.21300000000000002,0.4686,16.409999999999997,67.25000000000001,0.1908
CLEVELAND STATE,31.5,31.5,,,,,71.3,69.9,,26.3,58.8,0.44719999999999993,6.2,18.6,0.3386,20.1,40.2,0.49610000000000004,0.4997,12.5,16.4,0.7583,9.5,19.2,28.7,12.7,8.0,4.0,10.5,18.0,23.4,51.4,0.45990000000000003,7.7,19.6,0.3902,15.7,31.8,0.49640000000000006,0.5356,15.4,22.7,0.6721999999999999,8.8,21.2,30.0,12.6,5.7,2.8,13.0,15.0,,,,71.3,69.9,,106.19000000000001,104.17999999999999,66.12,0.28250000000000003,0.31170000000000003,0.5377000000000002,49.489999999999995,48.11,11.94,12.42,0.4997,13.85,31.809999999999995,0.21550000000000002,0.5356,17.4,68.19000000000001,0.30579999999999996
COASTAL CAROLINA,27.5,27.5,,,,,64.8,71.8,,22.7,54.3,0.4181,7.7,21.3,0.364,15.0,33.0,0.44750000000000006,0.4896,11.7,16.9,0.6955,9.0,24.5,33.5,11.9,2.5,1.8,10.5,17.4,24.4,58.6,0.418,7.9,23.5,0.3297,16.5,35.1,0.48469999999999996,0.4859,15.1,20.7,0.7687,10.1,22.8,32.9,10.6,6.9,3.3,6.2,16.0,,,,64.8,71.8,,100.98,112.97,64.21000000000001,0.3105,0.396,0.5186,50.309999999999995,54.1,3.81,5.37,0.4896,14.3,28.54,0.2137,0.4859,8.29,71.47999999999999,0.2618
COLGATE,28.5,28.5,,,,,75.8,74.6,,28.5,57.7,0.4936,8.4,22.7,0.3693,20.1,35.0,0.5738,0.5660000000000001,10.4,13.3,0.7647,5.6,22.8,28.4,14.0,7.1,2.5,10.3,14.4,27.8,59.4,0.47030000000000005,9.8,24.8,0.3972,18.0,34.6,0.5195000000000001,0.5539,9.2,13.3,0.6873,6.3,22.8,29.1,13.7,6.7,2.6,11.0,12.7,,,,75.8,74.6,,108.75999999999999,107.38,67.96,0.23090000000000002,0.3935,0.5902000000000001,49.279999999999994,49.410000000000004,10.16,7.360000000000001,0.5660000000000001,13.839999999999998,19.509999999999998,0.1804,0.5539,14.38,80.49,0.15240000000000004
COLLEGE OF CHARLESTON,28.5,28.5,,,,,74.4,71.2,,26.4,57.8,0.4556,8.5,23.6,0.3549,17.9,34.2,0.5132000000000001,0.5292,13.1,20.7,0.6103,7.6,23.8,31.4,15.3,6.3,2.6,10.0,14.8,26.3,60.8,0.4314,8.0,24.6,0.32299999999999995,18.3,36.2,0.5045,0.49739999999999995,10.6,14.1,0.7681,8.5,24.6,33.1,13.5,7.5,3.4,10.6,16.3,,,,74.4,71.2,,106.09,101.91999999999999,68.13000000000001,0.36,0.4103,0.5488,48.64999999999999,58.45,8.95,7.489999999999999,0.5292,12.959999999999999,23.369999999999997,0.2277,0.49739999999999995,13.55,76.63000000000001,0.1748
COLORADO,30.5,30.0,,,,,68.44444444444444,71.11111111111111,,24.0,54.77777777777778,0.44055555555555553,5.777777777777778,19.555555555555557,0.2961111111111111,18.22222222222222,35.22222222222222,0.5159999999999999,0.49466666666666664,14.666666666666666,19.77777777777778,0.7318888888888888,7.666666666666667,24.555555555555557,32.22222222222222,13.0,6.444444444444445,3.888888888888889,12.444444444444445,17.88888888888889,23.88888888888889,57.44444444444444,0.421,7.777777777777778,21.333333333333332,0.35088888888888886,16.11111111111111,36.111111111111114,0.4534444444444444,0.4888888888888888,15.555555555555555,22.666666666666668,0.6995555555555555,8.555555555555555,21.77777777777778,30.333333333333332,12.222222222222221,8.666666666666666,3.6666666666666665,10.0,18.22222222222222,,,,68.44444444444444,71.11111111111111,,98.94444444444444,102.7,69.31111111111112,0.372,0.3581111111111111,0.5354444444444444,51.444444444444436,55.233333333333334,9.322222222222223,10.600000000000001,0.49466666666666664,16.222222222222225,25.71111111111111,0.2768888888888889,0.4888888888888888,12.81111111111111,74.28888888888888,0.2808888888888889
COLORADO STATE,31.5,31.4,,,,,76.5,63.2,,26.6,53.2,0.5021,9.0,21.5,0.42010000000000003,17.6,31.7,0.5516,0.5879,14.3,18.6,0.7888,6.7,22.3,29.0,15.3,5.9,2.3,9.7,16.2,22.0,54.4,0.40499999999999997,6.6,23.8,0.2847,15.4,30.6,0.5091,0.4654999999999999,12.6,17.5,0.7231000000000001,8.5,19.4,27.9,11.0,5.8,2.3,10.8,16.9,,,,76.5,63.2,,117.68000000000002,97.22,65.02000000000001,0.3684,0.40440000000000004,0.618,51.089999999999996,57.33,9.03,7.24,0.5879,13.52,25.09,0.2813,0.4654999999999999,14.669999999999998,74.91,0.23079999999999998
COLUMBIA,22.5,22.5,,,,,73.7,86.3,,27.5,64.3,0.4271,6.0,22.8,0.2652,21.5,41.5,0.5193,0.47309999999999997,12.7,17.9,0.711,7.8,22.7,30.5,16.0,7.0,1.9,9.7,15.8,32.2,60.8,0.5325,9.8,24.2,0.4029,22.4,36.6,0.6081000000000001,0.6148,12.1,16.0,0.7402,5.5,28.1,33.6,19.7,5.4,4.9,10.5,15.3,,,,73.7,86.3,,99.28,116.47,74.05,0.27999999999999997,0.35400000000000004,0.5054000000000001,47.68,58.4,9.41,5.51,0.47309999999999997,11.750000000000002,21.179999999999996,0.199,0.6148,13.420000000000002,78.82,0.2068
CONNECTICUT,30.5,30.5,,,,,73.9,66.9,,26.1,56.6,0.4665,7.3,22.6,0.3264,18.8,34.0,0.5666,0.5317999999999999,14.4,17.3,0.8075000000000001,11.3,23.3,34.6,15.3,5.2,5.3,9.7,17.1,22.2,53.2,0.4151000000000001,6.7,20.0,0.33140000000000003,15.5,33.2,0.4638,0.47829999999999995,15.8,21.7,0.7302,7.3,18.0,25.3,10.2,6.3,3.1,8.7,15.6,,,,73.9,66.9,,115.47999999999999,104.39000000000001,64.05999999999999,0.3084,0.4013000000000001,0.5747,58.52999999999999,58.830000000000005,8.0,15.85,0.5317999999999999,12.860000000000003,38.43,0.25670000000000004,0.47829999999999995,11.84,61.580000000000005,0.29910000000000003
COPPIN STATE,25.5,25.5,,,,,65.7,73.7,,23.2,54.5,0.4255,5.9,18.3,0.3268,17.3,36.2,0.4761,0.4805,13.4,19.0,0.7061999999999999,6.7,20.7,27.4,12.4,8.0,3.1,14.7,16.4,26.5,57.4,0.45990000000000003,6.6,17.5,0.3715,19.9,39.9,0.4918000000000001,0.518,14.1,19.4,0.7142999999999999,9.1,23.6,32.7,15.1,8.7,3.8,13.7,15.5,,,,65.7,73.7,,92.24000000000001,103.69000000000001,70.52,0.3573,0.3388,0.5187,45.79,54.089999999999996,11.08,7.709999999999999,0.4805,18.76,22.16,0.2509,0.518,16.75,77.84,0.248
CORNELL,24.5,24.5,,,,,84.6,81.3,,30.0,62.7,0.4821,12.5,32.5,0.37859999999999994,17.5,30.2,0.5849,0.5815,12.1,15.7,0.7650999999999999,7.6,24.8,32.4,18.6,5.6,2.4,10.5,16.5,29.7,63.4,0.4678999999999999,8.8,26.8,0.33140000000000003,20.9,36.6,0.5728,0.5376,13.1,19.5,0.6667,7.6,23.9,31.5,16.5,6.6,2.4,9.9,16.4,,,,84.6,81.3,,114.72,109.95,73.99999999999997,0.2516999999999999,0.5163,0.6072,51.089999999999996,61.4,7.510000000000001,6.24,0.5815,13.1,23.32,0.19380000000000003,0.5376,11.85,76.68,0.20779999999999998
CREIGHTON,31.5,31.5,,,,,76.3,73.4,,28.4,58.0,0.4962,9.7,27.4,0.35890000000000005,18.7,30.6,0.6151,0.5811,9.8,15.0,0.633,8.3,25.6,33.9,17.7,3.4,3.5,10.1,11.4,28.9,64.6,0.4484,8.8,23.2,0.38719999999999993,20.1,41.4,0.48450000000000004,0.5167999999999999,6.8,10.2,0.6722000000000001,8.1,21.6,29.7,12.5,6.9,3.7,6.2,15.2,,,,76.3,73.4,,114.06999999999998,109.33,65.66,0.2648,0.46880000000000005,0.5925,53.14,62.46999999999999,4.909999999999999,8.720000000000002,0.5811,13.45,26.679999999999996,0.1751,0.5167999999999999,7.989999999999999,73.32000000000001,0.10570000000000002
DARTMOUTH,23.5,23.5,,,,,76.2,68.2,,27.0,60.4,0.45030000000000003,9.8,28.4,0.34890000000000004,17.2,32.0,0.5374,0.532,12.4,16.5,0.7285999999999999,6.0,30.7,36.7,16.2,4.0,4.3,11.1,13.5,26.5,66.4,0.399,5.7,24.2,0.23399999999999999,20.8,42.2,0.497,0.4422,9.5,13.8,0.6927,7.9,25.4,33.3,13.4,7.1,2.6,7.9,15.4,,,,76.2,68.2,,104.07000000000001,93.05999999999999,73.13,0.2794,0.46719999999999995,0.5616000000000001,52.44,59.269999999999996,5.39,9.9,0.532,14.079999999999998,18.83,0.2117,0.4422,9.759999999999998,81.16999999999999,0.1439
DAVIDSON,28.5,28.5,,,,,68.2,71.9,,24.5,56.8,0.4309,7.4,23.8,0.3126,17.1,33.0,0.5199,0.496,11.8,15.1,0.8066000000000001,6.7,22.5,29.2,13.4,5.4,3.4,9.7,14.2,26.4,57.8,0.46049999999999996,8.8,24.6,0.35439999999999994,17.6,33.2,0.5408999999999999,0.5370999999999999,10.3,14.6,0.6892,7.9,24.7,32.6,14.1,6.4,2.8,10.1,14.9,,,,68.2,71.9,,101.62,107.33,66.96,0.2723000000000001,0.42010000000000003,0.5325,47.300000000000004,54.8,8.04,10.57,0.496,13.14,21.119999999999997,0.21220000000000003,0.5370999999999999,13.55,78.88,0.1842
DAYTON,29.5,29.5,,,,,78.1,75.1,,26.2,58.7,0.4511,9.2,25.2,0.36049999999999993,17.0,33.5,0.5134999999999998,0.5296000000000001,16.5,21.8,0.7555000000000002,8.7,22.5,31.2,14.1,7.1,3.7,9.8,18.4,25.6,57.0,0.4547,7.8,25.0,0.316,17.8,32.0,0.5576999999999999,0.5237,16.1,22.2,0.7476,7.9,22.4,30.3,12.4,6.4,3.6,10.7,18.5,,,,78.1,75.1,,111.86000000000001,107.61000000000001,67.84,0.3832,0.4281,0.5688,50.43,54.00999999999999,10.120000000000001,11.53,0.5296000000000001,12.360000000000001,28.370000000000005,0.2902,0.5237,13.61,71.63000000000001,0.287
DELAWARE,31.5,31.5,,,,,78.5,79.8,,29.0,57.3,0.5075000000000001,8.9,22.9,0.38760000000000006,20.1,34.4,0.5911000000000001,0.5852999999999999,11.6,15.2,0.7615999999999998,6.0,21.0,27.0,15.8,6.7,2.9,10.0,16.2,28.7,58.5,0.49540000000000006,7.5,20.7,0.3736,21.2,37.8,0.5605,0.5594,14.9,19.6,0.7714000000000001,7.9,22.3,30.2,13.4,5.7,3.6,9.6,15.3,,,,78.5,79.8,,113.7,115.83,69.02,0.2731,0.40219999999999995,0.6083000000000001,46.589999999999996,53.27,9.75,7.590000000000001,0.5852999999999999,13.37,20.51,0.20779999999999998,0.5594,12.51,79.49000000000001,0.2576
DELAWARE STATE,25.5,25.5,,,,,83.2,79.9,,30.1,63.4,0.4808,5.5,13.5,0.42190000000000005,24.6,49.9,0.4963,0.5243,17.5,24.6,0.7008,11.5,20.7,32.2,14.1,10.3,2.0,13.4,18.8,27.4,57.1,0.4795,6.7,19.8,0.34559999999999996,20.7,37.3,0.5558000000000001,0.5401,18.4,25.0,0.7323,9.3,20.9,30.2,14.8,7.0,2.7,16.0,19.9,,,,83.2,79.9,,109.34,104.63,74.57,0.4053,0.20859999999999998,0.5598,51.18,46.589999999999996,13.7,5.78,0.5243,15.26,34.739999999999995,0.29100000000000004,0.5401,18.96,65.26,0.327
DENVER,27.5,27.5,,,,,71.2,73.0,,26.1,55.3,0.4723,6.0,17.8,0.34199999999999997,20.1,37.5,0.5357999999999998,0.5264,13.0,17.3,0.7572,7.1,22.0,29.1,10.2,7.0,3.5,12.8,23.0,23.7,51.5,0.4617,7.5,19.5,0.37170000000000003,16.2,32.0,0.5062000000000001,0.5340999999999999,18.1,26.3,0.6865,7.0,21.1,28.1,10.7,7.0,2.5,12.4,17.5,,,,71.2,73.0,,102.76000000000002,105.42999999999999,68.47,0.32380000000000003,0.31989999999999996,0.5615,50.61,39.11,10.049999999999999,10.91,0.5264,16.720000000000002,24.95,0.24369999999999997,0.5340999999999999,16.19,75.05,0.35710000000000003
DEPAUL,29.5,29.0,,,,,70.66666666666667,77.77777777777777,,26.666666666666668,58.44444444444444,0.4584444444444444,8.444444444444445,25.555555555555557,0.3422222222222222,18.22222222222222,32.888888888888886,0.5514444444444444,0.5314444444444445,8.88888888888889,12.666666666666666,0.6857777777777777,5.444444444444445,23.22222222222222,28.666666666666668,14.666666666666666,6.666666666666667,4.111111111111111,10.11111111111111,16.333333333333332,28.77777777777778,62.0,0.4694444444444444,7.333333333333333,23.333333333333332,0.31433333333333335,21.444444444444443,38.666666666666664,0.5634444444444444,0.5282222222222221,12.88888888888889,17.77777777777778,0.7186666666666667,9.777777777777779,25.555555555555557,35.333333333333336,15.11111111111111,6.444444444444445,2.111111111111111,9.444444444444445,13.11111111111111,,,,70.66666666666667,77.77777777777777,,101.62222222222222,111.92222222222223,67.9,0.2232222222222222,0.4368888888888889,0.5504444444444444,44.75555555555555,55.511111111111106,9.52222222222222,10.933333333333334,0.5314444444444445,13.444444444444443,16.6,0.1587777777777778,0.5282222222222221,11.788888888888888,83.41111111111111,0.21433333333333338
DETROIT MERCY,27.5,27.5,,,,,69.5,78.2,,25.3,58.0,0.4363,6.0,18.7,0.3168,19.3,39.3,0.49260000000000004,0.48760000000000003,12.9,17.2,0.7499,9.3,24.1,33.4,11.7,5.4,3.0,13.2,19.4,25.0,56.7,0.4415,8.9,25.2,0.35090000000000005,16.1,31.5,0.5141,0.5199,19.3,25.2,0.7629,8.5,20.5,29.0,14.8,8.6,2.6,8.6,16.9,,,,69.5,78.2,,100.01,112.35999999999999,68.54999999999998,0.3024,0.3221,0.5253000000000001,53.42,46.17999999999999,7.869999999999999,8.97,0.48760000000000003,16.6,31.2,0.22719999999999999,0.5199,11.239999999999998,68.8,0.3447
DRAKE,30.5,30.5,,,,,65.1,58.2,,22.5,50.7,0.4452,6.1,18.3,0.3464,16.4,32.4,0.5105000000000001,0.5058,14.0,20.7,0.6823,9.7,20.0,29.7,13.2,8.8,2.8,8.6,15.5,20.2,46.6,0.43360000000000004,5.7,18.8,0.2985,14.5,27.8,0.5231000000000001,0.496,12.1,16.1,0.7194,6.0,18.8,24.8,11.3,4.6,2.9,11.7,16.2,,,,65.1,58.2,,109.32000000000001,97.51000000000002,58.31,0.41800000000000004,0.3628,0.539,54.330000000000005,57.89,14.780000000000001,11.16,0.5058,12.389999999999997,33.65,0.2818,0.496,17.750000000000004,66.35,0.2591
