School Name,Rk,Gtm,Location,Opp,Type_adv,Score Rslt_adv,Score Tm_adv,Score Opp_adv,Score OT_adv,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team 2P,Team 2PA,Team 2P%,Team eFG%,Team FT,Team FTA,Team FT%,Team ORB,Team DRB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent 2P,Opponent 2PA,Opponent 2P%,Opponent eFG%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent DRB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,_bas,Type_bas,Score Rslt_bas,Score Tm_bas,Score Opp_bas,Score OT_bas,Advanced ORtg,Advanced DRtg,Advanced Pace,Advanced FTr,Advanced 3PAr,Advanced TS%,Advanced TRB%,Advanced AST%,Advanced STL%,Advanced BLK%,Offensive Four Factors eFG%,Offensive Four Factors TOV%,Offensive Four Factors ORB%,Offensive Four Factors FT/FGA,Defensive Four Factors eFG%,Defensive Four Factors TOV%,Defensive Four Factors DRB%,Defensive Four Factors FT/FGA
FLORIDA GULF COAST,29.5,29.5,,,,,73.1,71.2,,27.8,60.3,0.45940000000000003,7.1,20.4,0.34480000000000005,20.7,39.9,0.516,0.5178999999999999,10.4,14.9,0.6571999999999999,10.5,26.0,36.5,13.9,4.7,2.3,9.7,15.3,25.1,58.5,0.433,8.5,23.4,0.3842,16.6,35.1,0.48369999999999996,0.5051,12.5,18.0,0.6831,7.4,22.2,29.6,11.6,6.3,3.3,6.8,14.2,,,,73.1,71.2,,109.85999999999999,107.33999999999999,66.53,0.25129999999999997,0.3386,0.5410999999999999,55.21,49.519999999999996,7.1,6.199999999999999,0.5178999999999999,12.55,32.67,0.17629999999999998,0.5051,9.079999999999998,67.33,0.21810000000000002
FLORIDA INTERNATIONAL,28.5,28.5,,,,,62.5,71.8,,21.5,56.7,0.37859999999999994,5.0,18.6,0.262,16.5,38.1,0.43210000000000004,0.4236000000000001,14.5,20.1,0.7099,8.5,22.4,30.9,9.5,8.2,4.2,11.7,14.8,25.2,56.9,0.4449000000000001,8.0,23.6,0.3302,17.2,33.3,0.519,0.5174,13.4,18.4,0.7126,7.7,25.0,32.7,14.8,7.2,2.9,11.8,16.5,,,,62.5,71.8,,89.5,103.48000000000002,67.96000000000001,0.36689999999999995,0.3296,0.4704,48.72,43.98,11.81,12.86,0.4236000000000001,15.12,25.490000000000002,0.26549999999999996,0.5174,15.24,74.51,0.23609999999999998
FLORIDA STATE,27.5,27.5,,,,,68.5,74.8,,24.4,54.9,0.4457,5.3,18.2,0.2797,19.1,36.7,0.5226999999999999,0.4937,14.4,20.4,0.7000000000000001,7.7,21.3,29.0,10.8,6.1,4.0,12.1,18.6,26.3,58.9,0.44749999999999995,7.1,22.4,0.3101999999999999,19.2,36.5,0.5275,0.5085,15.1,20.3,0.7231,9.3,23.0,32.3,13.8,6.4,2.6,11.1,17.2,,,,68.5,74.8,,98.05,107.16000000000001,69.66,0.37870000000000004,0.33,0.53,47.480000000000004,43.85000000000001,8.8,11.48,0.4937,15.690000000000001,24.93,0.26770000000000005,0.5085,14.09,75.07000000000001,0.2577
FORDHAM,28.5,28.5,,,,,70.9,80.6,,24.7,60.4,0.4101,7.4,24.7,0.3035,17.3,35.7,0.4885,0.4715999999999999,14.1,20.3,0.6638,11.4,21.1,32.5,12.1,7.3,3.3,11.8,20.2,27.1,56.9,0.4768,7.1,19.9,0.3595,20.0,37.0,0.5483999999999999,0.5391000000000001,19.3,26.0,0.7506,9.0,23.4,32.4,13.8,7.7,4.2,9.7,17.6,,,,70.9,80.6,,101.5,115.29,70.21000000000001,0.34130000000000005,0.41059999999999997,0.5074,50.059999999999995,48.6,10.28,9.06,0.4715999999999999,14.45,32.980000000000004,0.2379,0.5391000000000001,12.190000000000001,67.02000000000001,0.3437
FRESNO STATE,27.5,27.5,,,,,68.3,78.6,,23.7,58.0,0.40829999999999994,6.3,19.3,0.3212,17.4,38.7,0.4469,0.46469999999999995,14.6,20.9,0.7077,9.3,21.0,30.3,9.8,7.7,3.5,12.2,13.7,29.6,63.2,0.4683999999999999,9.6,29.1,0.32489999999999997,20.0,34.1,0.5708,0.5441,9.8,13.6,0.6988,10.9,23.9,34.8,18.7,7.6,5.3,10.7,17.5,,,,68.3,78.6,,97.38999999999999,111.85999999999999,67.56,0.366,0.34060000000000007,0.5031,45.89,42.279999999999994,10.74,10.6,0.46469999999999995,15.25,27.53,0.2544,0.5441,13.169999999999998,72.47,0.1564
FURMAN,30.5,30.5,,,,,78.8,71.2,,25.7,55.1,0.46709999999999996,12.2,29.2,0.41509999999999997,13.5,25.9,0.525,0.5777,15.2,20.8,0.7074,7.6,23.1,30.7,16.6,7.4,3.0,10.7,14.1,25.5,59.1,0.43290000000000006,8.4,23.9,0.35439999999999994,17.1,35.2,0.4913,0.5049,11.8,15.6,0.7562,8.8,21.6,30.4,12.0,7.2,3.0,10.5,15.9,,,,78.8,71.2,,115.22,104.95,67.38000000000001,0.38239999999999996,0.529,0.6053,49.81,63.67,10.73,8.48,0.5777,14.12,25.860000000000003,0.2802,0.5049,13.559999999999999,74.14,0.2096
GARDNER-WEBB,26.5,26.5,,,,,73.5,79.9,,26.8,58.0,0.4593999999999999,5.3,17.7,0.2933,21.5,40.3,0.5338999999999999,0.5051,14.6,20.6,0.6978,10.1,22.2,32.3,8.1,5.1,2.2,12.8,19.6,28.3,58.2,0.48650000000000004,6.9,21.7,0.31779999999999997,21.4,36.5,0.5879000000000001,0.5458999999999999,16.4,23.3,0.7232,8.5,21.5,30.0,13.8,6.3,3.5,9.6,19.2,,,,73.5,79.9,,103.75,113.57000000000001,70.44,0.3611000000000001,0.30469999999999997,0.5393000000000001,51.580000000000005,30.0,7.110000000000001,6.13,0.5051,15.89,31.590000000000003,0.255,0.5458999999999999,12.11,68.41,0.28279999999999994
GEORGE MASON,31.5,31.5,,,,,69.9,68.2,,22.7,50.5,0.4506,7.2,18.8,0.3916,15.5,31.7,0.49379999999999996,0.5217,17.3,23.3,0.7642,7.5,21.4,28.9,12.1,8.8,3.8,12.8,17.7,21.9,53.7,0.4104,9.5,28.2,0.34229999999999994,12.4,25.5,0.4962999999999999,0.5,14.9,20.4,0.7385999999999999,10.2,20.6,30.8,12.5,7.9,3.4,13.4,20.0,,,,69.9,68.2,,104.72999999999999,102.28999999999999,66.72999999999999,0.46430000000000005,0.3726,0.5693999999999999,48.35,52.89,13.2,14.37,0.5217,17.31,26.610000000000003,0.34500000000000003,0.5,17.46,73.39000000000001,0.2816
GEORGE WASHINGTON,29.5,29.5,,,,,70.9,72.3,,24.0,53.5,0.4497,7.4,20.9,0.35039999999999993,16.6,32.6,0.5146,0.5199,15.5,23.0,0.6689999999999999,7.2,20.4,27.6,12.8,8.2,2.4,11.8,14.5,26.6,57.7,0.4624,8.5,24.3,0.343,18.1,33.4,0.5441,0.5371999999999999,10.6,13.5,0.7538,10.2,22.4,32.6,14.7,7.9,5.4,12.1,17.7,,,,70.9,72.3,,105.69000000000001,107.1,67.52,0.4377,0.3955,0.5508000000000001,45.7,53.089999999999996,12.18,7.4799999999999995,0.5199,15.419999999999998,24.200000000000003,0.29430000000000006,0.5371999999999999,15.930000000000001,75.80000000000001,0.1897
GEORGETOWN,29.5,29.0,,,,,76.88888888888889,80.77777777777777,,27.333333333333332,63.888888888888886,0.4293333333333333,10.0,28.666666666666668,0.3493333333333333,17.333333333333332,35.22222222222222,0.4904444444444445,0.5083333333333333,12.222222222222221,17.444444444444443,0.7,8.555555555555555,21.333333333333332,29.88888888888889,13.666666666666666,7.111111111111111,2.4444444444444446,8.0,17.0,28.555555555555557,57.333333333333336,0.5022222222222222,8.444444444444445,24.88888888888889,0.3538888888888889,20.11111111111111,32.44444444444444,0.6184444444444444,0.5764444444444444,15.222222222222221,20.11111111111111,0.7388888888888889,7.0,25.77777777777778,32.77777777777778,16.77777777777778,4.777777777777778,3.6666666666666665,9.88888888888889,15.0,,,,76.88888888888889,80.77777777777777,,108.76666666666668,114.53333333333333,70.71111111111111,0.2812222222222222,0.4474444444444445,0.5353333333333334,47.17777777777778,50.211111111111116,9.977777777777778,7.544444444444443,0.5083333333333333,10.077777777777778,23.91111111111111,0.1977777777777778,0.5764444444444444,12.855555555555556,76.08888888888889,0.26911111111111113
GEORGIA,28.5,28.5,,,,,73.8,76.6,,24.8,55.3,0.4481,7.3,21.5,0.34640000000000004,17.5,33.8,0.5105000000000001,0.5149000000000001,16.9,22.8,0.7351,8.5,21.1,29.6,10.8,6.5,4.7,11.3,17.3,26.8,59.5,0.44989999999999997,8.8,24.1,0.3686,18.0,35.4,0.502,0.5249,14.2,20.7,0.6871999999999999,10.9,20.1,31.0,14.6,7.6,2.6,9.1,19.3,,,,73.8,76.6,,108.24999999999997,112.38,68.24000000000001,0.4192,0.38889999999999997,0.5585,49.09,44.239999999999995,9.43,13.160000000000002,0.5149000000000001,14.5,29.309999999999995,0.31199999999999994,0.5249,11.580000000000002,70.69,0.24109999999999995
GEORGIA SOUTHERN,28.5,28.5,,,,,74.9,72.6,,27.7,61.7,0.4506,10.1,28.2,0.3579,17.6,33.5,0.5307000000000001,0.5330999999999999,9.4,14.5,0.6529999999999999,9.8,23.3,33.1,16.0,6.9,3.3,11.4,17.5,24.8,58.7,0.4252999999999999,7.4,22.3,0.338,17.4,36.4,0.4774,0.48839999999999995,15.6,21.9,0.6956,9.2,21.7,30.9,11.2,5.5,3.7,10.3,14.1,,,,74.9,72.6,,106.92,103.77000000000001,69.3,0.2384,0.4567,0.5475,51.510000000000005,57.510000000000005,9.82,9.08,0.5330999999999999,14.229999999999999,31.4,0.15319999999999998,0.48839999999999995,12.960000000000003,68.60000000000001,0.2702
GEORGIA STATE,28.5,28.5,,,,,78.8,73.8,,28.3,57.8,0.4907,6.9,17.9,0.38399999999999995,21.4,39.9,0.5414,0.5493999999999999,15.3,21.8,0.6918,9.1,25.5,34.6,11.3,4.8,3.6,9.8,15.5,26.7,66.5,0.40540000000000004,8.5,27.4,0.3156,18.2,39.1,0.4729,0.4704,11.9,16.6,0.6935,11.9,20.6,32.5,13.4,5.9,2.3,8.3,17.4,,,,78.8,73.8,,113.09,106.36000000000001,69.83,0.38950000000000007,0.3054,0.5791999999999999,51.65,38.63,6.760000000000001,9.049999999999999,0.5493999999999999,12.469999999999999,30.130000000000003,0.27349999999999997,0.4704,9.959999999999999,69.86999999999999,0.1795
GEORGIA TECH,29.5,29.5,,,,,69.6,70.0,,24.8,58.2,0.4208,7.7,21.8,0.345,17.1,36.4,0.45820000000000005,0.48579999999999995,12.3,15.9,0.7632000000000001,9.6,24.6,34.2,14.4,4.6,3.9,11.9,13.8,25.1,61.0,0.4107,8.9,26.3,0.33640000000000003,16.2,34.7,0.4649,0.4846000000000001,10.9,14.4,0.7547,8.5,22.2,30.7,14.3,8.7,5.1,9.3,14.6,,,,69.6,70.0,,101.48999999999998,102.09,67.53,0.28639999999999993,0.37429999999999997,0.5258999999999999,52.739999999999995,59.220000000000006,6.609999999999999,11.48,0.48579999999999995,15.389999999999997,30.910000000000004,0.22339999999999996,0.4846000000000001,11.959999999999999,69.09,0.1825
GONZAGA,30.5,30.5,,,,,84.4,69.6,,31.9,61.7,0.5154,7.0,18.7,0.3584,24.9,43.0,0.579,0.5726,13.6,17.0,0.7929999999999999,7.6,24.9,32.5,20.5,7.3,2.9,8.8,17.6,24.7,60.3,0.4093,7.1,22.4,0.3101,17.6,37.9,0.4608,0.46790000000000004,13.1,17.6,0.742,8.0,20.7,28.7,12.6,4.9,2.9,11.1,16.8,,,,84.4,69.6,,117.88,98.07000000000001,71.37,0.28059999999999996,0.30389999999999995,0.6043999999999999,52.769999999999996,63.63000000000001,10.19,7.789999999999999,0.5726,11.23,27.02,0.22610000000000002,0.46790000000000004,13.89,72.97999999999999,0.22000000000000003
GRAMBLING,29.5,29.5,,,,,64.7,62.9,,22.2,54.4,0.4096,5.8,18.6,0.31999999999999995,16.4,35.8,0.4567,0.46299999999999997,14.5,18.6,0.7883,8.1,22.5,30.6,10.7,7.0,4.3,10.0,16.3,21.3,55.5,0.3892,7.1,20.7,0.3487,14.2,34.8,0.4117,0.4563,13.2,17.0,0.7757,9.9,23.1,33.0,10.3,7.3,2.7,11.4,14.5,,,,64.7,62.9,,99.71,96.88,64.26,0.34269999999999995,0.33979999999999994,0.5139000000000001,48.56,49.339999999999996,10.65,11.9,0.46299999999999997,13.670000000000002,25.75,0.2684,0.4563,15.179999999999998,74.26,0.2563000000000001
GRAND CANYON,29.5,29.5,,,,,77.8,72.4,,27.5,58.1,0.47289999999999993,5.8,19.0,0.29999999999999993,21.7,39.1,0.5544,0.5223,17.0,23.5,0.7316999999999999,8.7,22.7,31.4,13.5,8.3,5.2,11.9,18.7,24.9,58.5,0.4263,8.1,21.8,0.38270000000000004,16.8,36.7,0.4593,0.49610000000000004,14.5,21.0,0.7092,9.0,21.5,30.5,12.8,6.5,3.3,13.8,19.5,,,,77.8,72.4,,106.67,99.46000000000001,71.91000000000001,0.41450000000000004,0.3271,0.5599000000000001,50.760000000000005,46.98,11.28,14.069999999999999,0.5223,14.629999999999999,28.52,0.2999,0.49610000000000004,16.650000000000002,71.47999999999999,0.2473
GREEN BAY,27.5,27.5,,,,,71.8,79.4,,22.9,56.1,0.4072,7.7,24.4,0.3263,15.2,31.7,0.4779,0.47640000000000005,18.3,23.9,0.7577,7.2,22.9,30.1,14.6,5.1,1.7,10.2,20.1,28.3,60.5,0.46670000000000006,7.1,21.3,0.33199999999999996,21.2,39.2,0.5392,0.5250999999999999,15.7,22.5,0.7191,8.1,26.9,35.0,14.6,5.6,4.3,9.8,19.5,,,,71.8,79.4,,99.89999999999999,110.75,70.86,0.433,0.4361,0.5310999999999999,46.15,64.02000000000001,7.17,4.32,0.47640000000000005,13.15,20.41,0.3317,0.5250999999999999,12.059999999999999,79.59,0.2619
HAMPTON,28.5,28.5,,,,,70.0,64.1,,26.1,59.0,0.44589999999999996,7.2,20.5,0.3457,18.9,38.5,0.4911,0.5075999999999999,10.6,16.3,0.6328,10.5,21.3,31.8,10.7,7.5,2.2,8.7,16.6,22.7,51.5,0.4415,4.0,14.7,0.26349999999999996,18.7,36.8,0.5075999999999999,0.4809,14.7,19.8,0.7123999999999999,7.6,21.3,28.9,9.7,4.9,3.6,11.5,15.1,,,,70.0,64.1,,108.13,98.85999999999999,64.88000000000001,0.28300000000000003,0.3461,0.5279,52.459999999999994,40.510000000000005,11.53,5.770000000000001,0.5075999999999999,11.559999999999999,33.3,0.1859,0.4809,15.930000000000001,66.7,0.2944
HARVARD,22.5,22.5,,,,,71.0,72.1,,26.6,57.5,0.4654,7.0,20.8,0.34459999999999996,19.6,36.7,0.5357999999999999,0.5277000000000001,10.8,13.3,0.7802,5.6,20.8,26.4,14.5,7.8,2.5,10.3,13.5,28.0,57.3,0.4906,6.3,19.9,0.3013,21.7,37.4,0.5932999999999999,0.547,9.8,13.3,0.7478,6.9,24.0,30.9,13.1,5.9,2.4,12.5,13.5,,,,71.0,72.1,,102.88999999999999,105.08000000000001,68.07000000000001,0.2344,0.3617,0.5577,46.15,54.04,11.209999999999999,6.590000000000001,0.5277000000000001,13.95,18.95,0.1914,0.547,16.44,81.05,0.17550000000000004
HAWAII,26.5,26.5,,,,,66.3,73.1,,23.3,54.8,0.42910000000000004,6.1,20.9,0.2836,17.2,33.9,0.5156000000000001,0.4837999999999999,13.6,17.7,0.7794999999999999,8.2,24.0,32.2,11.1,3.1,1.5,13.6,17.4,25.9,57.8,0.4465,7.6,21.0,0.35619999999999996,18.3,36.8,0.5070000000000001,0.5124000000000001,13.7,18.2,0.7603,6.7,21.7,28.4,12.1,7.6,2.4,8.4,17.6,,,,66.3,73.1,,96.56,107.2,68.37999999999998,0.33999999999999997,0.3782,0.5265000000000001,53.419999999999995,47.56,4.5,4.08,0.4837999999999999,17.84,27.620000000000005,0.26070000000000004,0.5124000000000001,11.23,72.38000000000002,0.2391
HIGH POINT,30.5,30.5,,,,,84.1,71.2,,31.5,63.4,0.49799999999999994,7.5,22.8,0.3317,24.0,40.6,0.5908,0.5586,13.6,18.6,0.7333,10.3,23.5,33.8,13.2,6.4,2.3,9.2,18.0,25.6,58.3,0.44210000000000005,6.1,20.2,0.2884,19.5,38.1,0.5129,0.4934,13.9,20.4,0.6752,9.1,20.9,30.0,9.3,5.0,2.3,11.8,16.7,,,,84.1,71.2,,118.71000000000001,101.03999999999999,69.97,0.29650000000000004,0.3621,0.5831,52.85,42.3,8.86,6.089999999999999,0.5586,11.2,32.36999999999999,0.2153,0.4934,14.820000000000002,67.63000000000001,0.24170000000000003
HOFSTRA,28.5,28.5,,,,,65.5,64.6,,23.8,57.9,0.41109999999999997,8.5,24.2,0.3452,15.3,33.7,0.45879999999999993,0.4838,9.4,14.0,0.6603999999999999,9.5,22.4,31.9,13.5,7.0,3.7,8.8,18.0,20.6,51.0,0.4064,6.8,20.7,0.33249999999999996,13.8,30.3,0.45940000000000003,0.4734,16.6,22.9,0.7234,8.0,24.1,32.1,10.6,5.3,3.3,11.2,15.0,,,,65.5,64.6,,101.55000000000001,100.16999999999999,64.46,0.24569999999999997,0.4162,0.5079,49.64999999999999,56.330000000000005,10.830000000000002,12.38,0.4838,12.05,27.8,0.1652,0.4734,15.249999999999996,72.22,0.3331
HOLY CROSS,27.5,27.5,,,,,70.2,74.4,,25.9,57.3,0.4542,9.1,23.8,0.38100000000000006,16.8,33.5,0.5014000000000001,0.5341000000000001,9.3,13.6,0.6518888888888889,6.8,24.3,31.1,12.2,3.6,3.7,12.1,14.7,28.8,61.3,0.47050000000000003,7.1,20.0,0.3577,21.7,41.3,0.5245,0.5288999999999999,9.7,15.2,0.6362,7.7,24.0,31.7,14.8,6.7,2.5,8.2,14.9,,,,70.2,74.4,,101.66999999999999,107.71999999999998,67.37,0.2447,0.4170000000000001,0.5532,49.06,47.309999999999995,5.19,8.72,0.5341000000000001,15.91,21.219999999999995,0.1687,0.5288999999999999,10.669999999999998,78.77999999999999,0.16010000000000002
HOUSTON,33.5,33.5,,,,,71.6,59.6,,25.6,59.4,0.43410000000000004,8.1,21.2,0.3813,17.5,38.2,0.45949999999999996,0.5026999999999999,12.3,16.4,0.7769,10.8,22.3,33.1,10.7,8.0,4.2,7.4,14.9,20.9,53.9,0.389,6.0,22.7,0.277,14.9,31.2,0.4758,0.4447,11.8,14.9,0.7996000000000001,7.4,21.2,28.6,12.4,5.2,2.9,11.5,16.1,,,,71.6,59.6,,111.1,92.55000000000001,64.44,0.28800000000000003,0.3579,0.5348999999999999,53.470000000000006,41.54,12.31,13.770000000000001,0.5026999999999999,9.95,33.18,0.2152,0.4447,15.830000000000002,66.83000000000001,0.22399999999999998
HOUSTON CHRISTIAN,27.5,27.5,,,,,61.5,66.4,,22.5,54.8,0.4095,8.5,25.8,0.3251,14.0,29.0,0.4845999999999999,0.4864,8.0,13.4,0.6010000000000001,7.8,19.9,27.7,11.2,7.6,4.4,10.4,12.9,24.3,53.9,0.453,5.7,17.5,0.32430000000000003,18.6,36.4,0.5101,0.5054000000000001,12.1,17.4,0.6174,8.7,24.8,33.5,10.4,7.3,2.2,11.1,13.3,,,,61.5,66.4,,95.82000000000001,103.65,64.18,0.24820000000000003,0.4676,0.5019000000000001,45.04,49.71,11.870000000000001,12.12,0.4864,14.459999999999999,23.690000000000005,0.14839999999999998,0.5054000000000001,15.24,76.31000000000002,0.23329999999999998
HOWARD,27.5,27.5,,,,,75.8,76.3,,26.2,58.7,0.44910000000000005,8.3,24.8,0.3426,17.9,33.9,0.5284000000000001,0.5213,15.1,21.0,0.7319,10.0,22.7,32.7,13.4,5.6,4.8,13.9,20.7,25.4,60.0,0.42140000000000005,4.6,14.3,0.32670000000000005,20.8,45.7,0.4558,0.4588000000000001,20.9,27.2,0.7679,10.6,21.9,32.5,11.1,7.2,2.7,11.5,19.0,,,,75.8,76.3,,103.78,103.97999999999999,73.21000000000001,0.358,0.4245,0.5554,50.37,51.00000000000001,7.719999999999999,10.09,0.5213,16.830000000000002,30.629999999999995,0.2574,0.4588000000000001,13.679999999999998,69.37,0.3527
IDAHO,28.5,28.5,,,,,71.8,76.8,,23.3,56.2,0.41720000000000007,9.5,27.4,0.35070000000000007,13.8,28.8,0.4795,0.5019,15.7,19.7,0.8037000000000001,8.2,22.4,30.6,10.6,5.2,3.1,11.9,16.7,28.3,60.2,0.47709999999999997,7.7,24.2,0.3235,20.6,36.0,0.5768000000000001,0.5408999999999999,12.5,18.4,0.6738000000000001,8.3,23.2,31.5,14.0,6.9,2.1,9.1,17.0,,,,71.8,76.8,,103.21,110.96,68.67,0.36239999999999994,0.4866,0.5496000000000001,49.17999999999999,45.55,7.419999999999999,8.59,0.5019,15.319999999999999,26.120000000000005,0.2888,0.5408999999999999,11.669999999999998,73.88000000000001,0.21610000000000004
IDAHO STATE,25.5,25.5,,,,,73.2,72.9,,26.1,62.0,0.42460000000000003,6.1,21.0,0.2931,20.0,41.0,0.49870000000000003,0.4746,14.9,19.5,0.76,11.9,21.8,33.7,11.1,5.8,3.3,8.2,15.4,27.4,54.5,0.5046,8.3,20.5,0.42239999999999994,19.1,34.0,0.5619,0.5809,9.8,15.1,0.6557999999999999,6.2,21.6,27.8,13.7,5.1,3.4,11.9,18.2,,,,73.2,72.9,,108.51000000000002,107.97,67.46,0.3173,0.3402,0.5164000000000001,54.96999999999999,41.980000000000004,8.61,9.8,0.4746,10.309999999999999,35.17999999999999,0.242,0.5809,16.18,64.82000000000001,0.18209999999999998
ILLINOIS,30.5,30.5,,,,,80.0,83.7,,28.0,62.5,0.44769999999999993,9.2,30.0,0.3042,18.8,32.5,0.5795,0.5214000000000001,14.8,19.2,0.7699,10.5,24.5,35.0,14.8,3.8,4.0,11.1,15.7,31.7,65.8,0.4798,8.1,20.4,0.38970000000000005,23.6,45.4,0.5189,0.5407,12.2,17.3,0.6990999999999999,8.6,22.9,31.5,16.1,7.7,2.5,7.4,17.2,,,,80.0,83.7,,110.47,115.08,72.53999999999999,0.3096,0.48050000000000004,0.5581999999999999,52.660000000000004,52.220000000000006,5.2700000000000005,8.77,0.5214000000000001,13.35,31.169999999999998,0.23949999999999996,0.5407,9.169999999999998,68.83,0.1852
ILLINOIS STATE,31.5,31.5,,,,,73.7,70.6,,25.9,55.5,0.47329999999999994,8.4,25.5,0.3377,17.5,30.0,0.5908,0.5504,13.5,17.9,0.747,7.0,22.2,29.2,14.3,5.7,2.8,10.3,17.9,24.6,56.2,0.4389,6.8,19.7,0.3296,17.8,36.5,0.4897,0.49929999999999997,14.6,19.2,0.7521,7.3,22.8,30.1,10.2,5.4,3.1,10.4,17.8,,,,73.7,70.6,,109.13,103.96,67.86,0.3296,0.4577,0.5814999999999999,49.36,55.39,8.34,7.609999999999999,0.5504,13.88,23.619999999999997,0.248,0.49929999999999997,13.879999999999999,76.38000000000001,0.2621
ILLINOIS-CHICAGO,26.5,26.5,,,,,66.3,73.4,,22.8,56.6,0.4022,6.4,21.2,0.2966,16.4,35.4,0.46929999999999994,0.45919999999999994,14.3,19.3,0.7243999999999999,7.5,21.9,29.4,13.1,7.0,4.0,10.8,16.4,26.6,58.8,0.45520000000000005,7.5,21.0,0.343,19.1,37.8,0.5069999999999999,0.5197999999999999,12.7,17.0,0.741,8.7,25.6,34.3,16.0,6.6,4.4,10.5,16.4,,,,66.3,73.4,,95.81,107.10999999999999,68.87,0.3509,0.3778,0.5039,46.06,56.46,10.040000000000001,10.58,0.45919999999999994,14.290000000000001,22.300000000000004,0.2591,0.5197999999999999,13.41,77.70000000000002,0.2189
INCARNATE WORD,31.5,31.5,,,,,72.7,69.8,,25.6,56.8,0.4527000000000001,6.8,19.0,0.3686,18.8,37.8,0.4949,0.5138,14.7,20.9,0.704,10.5,21.2,31.7,12.7,7.2,3.4,11.6,17.4,24.8,57.3,0.4337,5.8,17.4,0.327,19.0,39.9,0.47719999999999996,0.4854,14.4,20.0,0.734,9.7,19.6,29.3,11.4,7.4,3.2,11.6,17.0,,,,72.7,69.8,,106.42,102.24999999999999,66.66,0.3841,0.33219999999999994,0.5475,52.21,49.32,10.4,8.569999999999999,0.5138,14.99,35.07,0.2691,0.4854,14.73,64.92999999999999,0.25250000000000006
INDIANA,27.5,27.5,,,,,69.3,68.8,,25.4,58.3,0.4398000000000001,6.4,20.6,0.3176,19.0,37.7,0.5109,0.4949,12.1,17.9,0.653,8.6,21.9,30.5,15.1,5.9,2.7,9.1,15.6,23.6,54.9,0.43150000000000005,7.2,22.1,0.33119999999999994,16.4,32.8,0.4992,0.49729999999999996,14.4,18.1,0.7884,7.1,23.6,30.7,12.6,5.6,3.4,10.7,16.8,,,,69.3,68.8,,103.16,102.36,67.21,0.3216,0.3529,0.5213000000000001,49.95,58.879999999999995,8.809999999999999,8.36,0.4949,11.94,26.21,0.21800000000000003,0.49729999999999996,14.489999999999998,73.78999999999999,0.2624
INDIANA STATE,27.5,27.5,,,,,81.1,79.8,,27.5,59.0,0.46749999999999997,10.4,27.9,0.371,17.1,31.1,0.5489,0.555,15.7,20.4,0.7706,6.4,24.5,30.9,16.6,5.2,2.4,10.7,18.8,27.7,59.2,0.4678,7.9,22.2,0.3592,19.8,37.0,0.5332,0.5351,16.5,22.8,0.7308,7.4,24.1,31.5,14.6,6.6,4.3,9.2,17.6,,,,81.1,79.8,,111.97999999999999,110.35,71.6,0.35469999999999996,0.46849999999999997,0.5915,49.199999999999996,60.03000000000001,7.2,6.58,0.555,13.39,20.55,0.2743,0.5351,11.580000000000002,79.44999999999999,0.2863
IONA,29.5,29.5,,,,,72.4,69.4,,27.8,62.0,0.45030000000000003,7.6,22.2,0.3355,20.2,39.8,0.5039,0.5107999999999999,9.2,14.0,0.6555,11.7,22.8,34.5,17.3,7.9,3.5,11.9,18.3,24.0,58.1,0.41369999999999996,7.9,26.4,0.2957,16.1,31.7,0.5105999999999999,0.4819,13.5,18.2,0.7355,9.0,19.7,28.7,15.1,7.0,3.9,12.2,13.7,,,,72.4,69.4,,104.4,99.72,68.63,0.2274,0.3553,0.5279,54.55,62.44000000000001,11.27,10.629999999999999,0.5107999999999999,14.7,36.480000000000004,0.1491,0.4819,15.41,63.52,0.2314
IOWA,28.5,28.5,,,,,77.8,81.7,,29.3,61.6,0.4749,8.9,23.7,0.3773,20.4,37.9,0.5371,0.5481,10.3,13.3,0.7682,7.8,21.5,29.3,17.2,4.7,3.1,8.5,16.8,29.1,60.2,0.48200000000000004,9.0,24.6,0.36900000000000005,20.1,35.6,0.5625,0.5572,14.5,19.4,0.7613000000000001,8.8,23.4,32.2,15.9,4.7,3.6,8.7,15.2,,,,77.8,81.7,,112.8,118.03,68.96000000000001,0.2219,0.3863,0.5726,47.720000000000006,59.61999999999999,6.769999999999999,8.67,0.5481,11.1,25.11,0.173,0.5572,11.09,74.89,0.2426
IOWA STATE,30.5,30.5,,,,,77.6,71.7,,27.0,55.6,0.48410000000000003,9.0,22.9,0.3973,18.0,32.7,0.5428999999999999,0.5657000000000001,14.6,19.3,0.748,7.0,21.9,28.9,15.1,8.9,3.1,13.1,18.9,23.9,55.0,0.43600000000000005,8.3,24.5,0.337,15.6,30.5,0.5095,0.5112,15.6,19.9,0.781,8.4,20.7,29.1,13.9,8.8,2.9,14.0,18.3,,,,77.6,71.7,,110.35,101.84,68.78,0.35689999999999994,0.4121,0.6003999999999999,49.790000000000006,57.48,12.49,11.22,0.5657000000000001,16.889999999999997,25.07,0.26999999999999996,0.5112,17.61,74.92999999999999,0.2798
